aoi_id,aoi_role,target_year,window_start,window_end,item_id,acquisition_datetime,cloud_cover_pct,platform,processing_baseline,proj_epsg,collection,source_uri,bbox,required_assets_present,missing_assets,B02_href,B03_href,B04_href,B08_href,SCL_href,local_path,query_timestamp_utc,status
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2B_MSIL2A_20180912T145719_R039_T19LDF_20201009T003247,2018-09-12T14:57:19.024000Z,3.651689,Sentinel-2B,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2B_MSIL2A_20180912T145719_R039_T19LDF_20201009T003247,"[-69.92499,-13.655284502793606,-69.62964,-12.662412634168817]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/12/S2B_MSIL2A_20180912T145719_N0212_R039_T19LDF_20201009T003247.SAFE/GRANULE/L2A_T19LDF_A007930_20180912T145825/IMG_DATA/R10m/T19LDF_20180912T145719_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/12/S2B_MSIL2A_20180912T145719_N0212_R039_T19LDF_20201009T003247.SAFE/GRANULE/L2A_T19LDF_A007930_20180912T145825/IMG_DATA/R10m/T19LDF_20180912T145719_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/12/S2B_MSIL2A_20180912T145719_N0212_R039_T19LDF_20201009T003247.SAFE/GRANULE/L2A_T19LDF_A007930_20180912T145825/IMG_DATA/R10m/T19LDF_20180912T145719_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/12/S2B_MSIL2A_20180912T145719_N0212_R039_T19LDF_20201009T003247.SAFE/GRANULE/L2A_T19LDF_A007930_20180912T145825/IMG_DATA/R10m/T19LDF_20180912T145719_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/12/S2B_MSIL2A_20180912T145719_N0212_R039_T19LDF_20201009T003247.SAFE/GRANULE/L2A_T19LDF_A007930_20180912T145825/IMG_DATA/R20m/T19LDF_20180912T145719_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2B_MSIL2A_20180909T144719_R139_T19LDF_20201008T232544,2018-09-09T14:47:19.024000Z,1.060929,Sentinel-2B,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2B_MSIL2A_20180909T144719_R139_T19LDF_20201008T232544,"[-69.92499,-13.656868384073984,-68.90976,-12.662460660363838]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LDF_20201008T232544.SAFE/GRANULE/L2A_T19LDF_A007887_20180909T145159/IMG_DATA/R10m/T19LDF_20180909T144719_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LDF_20201008T232544.SAFE/GRANULE/L2A_T19LDF_A007887_20180909T145159/IMG_DATA/R10m/T19LDF_20180909T144719_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LDF_20201008T232544.SAFE/GRANULE/L2A_T19LDF_A007887_20180909T145159/IMG_DATA/R10m/T19LDF_20180909T144719_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LDF_20201008T232544.SAFE/GRANULE/L2A_T19LDF_A007887_20180909T145159/IMG_DATA/R10m/T19LDF_20180909T144719_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LDF_20201008T232544.SAFE/GRANULE/L2A_T19LDF_A007887_20180909T145159/IMG_DATA/R20m/T19LDF_20180909T144719_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2B_MSIL2A_20180909T144719_R139_T19LCF_20201008T232531,2018-09-09T14:47:19.024000Z,0.419456,Sentinel-2B,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2B_MSIL2A_20180909T144719_R139_T19LCF_20201008T232531,"[-70.12067,-13.655483318755016,-69.83066,-12.66241042610519]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LCF_20201008T232531.SAFE/GRANULE/L2A_T19LCF_A007887_20180909T145159/IMG_DATA/R10m/T19LCF_20180909T144719_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LCF_20201008T232531.SAFE/GRANULE/L2A_T19LCF_A007887_20180909T145159/IMG_DATA/R10m/T19LCF_20180909T144719_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LCF_20201008T232531.SAFE/GRANULE/L2A_T19LCF_A007887_20180909T145159/IMG_DATA/R10m/T19LCF_20180909T144719_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LCF_20201008T232531.SAFE/GRANULE/L2A_T19LCF_A007887_20180909T145159/IMG_DATA/R10m/T19LCF_20180909T144719_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/09/S2B_MSIL2A_20180909T144719_N0212_R139_T19LCF_20201008T232531.SAFE/GRANULE/L2A_T19LCF_A007887_20180909T145159/IMG_DATA/R20m/T19LCF_20180909T144719_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2A_MSIL2A_20180907T145721_R039_T19LDF_20201011T093948,2018-09-07T14:57:21.024000Z,0.656002,Sentinel-2A,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2A_MSIL2A_20180907T145721_R039_T19LDF_20201011T093948,"[-69.92499,-13.65525815145018,-69.64459,-12.662412634168817]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LDF_20201011T093948.SAFE/GRANULE/L2A_T19LDF_A016767_20180907T150208/IMG_DATA/R10m/T19LDF_20180907T145721_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LDF_20201011T093948.SAFE/GRANULE/L2A_T19LDF_A016767_20180907T150208/IMG_DATA/R10m/T19LDF_20180907T145721_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LDF_20201011T093948.SAFE/GRANULE/L2A_T19LDF_A016767_20180907T150208/IMG_DATA/R10m/T19LDF_20180907T145721_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LDF_20201011T093948.SAFE/GRANULE/L2A_T19LDF_A016767_20180907T150208/IMG_DATA/R10m/T19LDF_20180907T145721_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LDF_20201011T093948.SAFE/GRANULE/L2A_T19LDF_A016767_20180907T150208/IMG_DATA/R20m/T19LDF_20180907T145721_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2A_MSIL2A_20180907T145721_R039_T19LCF_20201011T093958,2018-09-07T14:57:21.024000Z,7.25854,Sentinel-2A,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2A_MSIL2A_20180907T145721_R039_T19LCF_20201011T093958,"[-70.84897,-13.655304068939095,-69.83066,-12.657636587187465]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LCF_20201011T093958.SAFE/GRANULE/L2A_T19LCF_A016767_20180907T150208/IMG_DATA/R10m/T19LCF_20180907T145721_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LCF_20201011T093958.SAFE/GRANULE/L2A_T19LCF_A016767_20180907T150208/IMG_DATA/R10m/T19LCF_20180907T145721_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LCF_20201011T093958.SAFE/GRANULE/L2A_T19LCF_A016767_20180907T150208/IMG_DATA/R10m/T19LCF_20180907T145721_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LCF_20201011T093958.SAFE/GRANULE/L2A_T19LCF_A016767_20180907T150208/IMG_DATA/R10m/T19LCF_20180907T145721_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/07/S2A_MSIL2A_20180907T145721_N0212_R039_T19LCF_20201011T093958.SAFE/GRANULE/L2A_T19LCF_A016767_20180907T150208/IMG_DATA/R20m/T19LCF_20180907T145721_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2A_MSIL2A_20180904T144731_R139_T19LDF_20201011T082926,2018-09-04T14:47:31.024000Z,2.252363,Sentinel-2A,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2A_MSIL2A_20180904T144731_R139_T19LDF_20201011T082926,"[-69.92499,-13.656868384073984,-68.90976,-12.662438451488594]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LDF_20201011T082926.SAFE/GRANULE/L2A_T19LDF_A016724_20180904T144728/IMG_DATA/R10m/T19LDF_20180904T144731_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LDF_20201011T082926.SAFE/GRANULE/L2A_T19LDF_A016724_20180904T144728/IMG_DATA/R10m/T19LDF_20180904T144731_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LDF_20201011T082926.SAFE/GRANULE/L2A_T19LDF_A016724_20180904T144728/IMG_DATA/R10m/T19LDF_20180904T144731_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LDF_20201011T082926.SAFE/GRANULE/L2A_T19LDF_A016724_20180904T144728/IMG_DATA/R10m/T19LDF_20180904T144731_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LDF_20201011T082926.SAFE/GRANULE/L2A_T19LDF_A016724_20180904T144728/IMG_DATA/R20m/T19LDF_20180904T144731_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2A_MSIL2A_20180904T144731_R139_T19LCF_20201011T082925,2018-09-04T14:47:31.024000Z,10.707588,Sentinel-2A,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2A_MSIL2A_20180904T144731_R139_T19LCF_20201011T082925,"[-70.131744,-13.655483318755016,-69.83066,-12.662339104797566]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LCF_20201011T082925.SAFE/GRANULE/L2A_T19LCF_A016724_20180904T144728/IMG_DATA/R10m/T19LCF_20180904T144731_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LCF_20201011T082925.SAFE/GRANULE/L2A_T19LCF_A016724_20180904T144728/IMG_DATA/R10m/T19LCF_20180904T144731_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LCF_20201011T082925.SAFE/GRANULE/L2A_T19LCF_A016724_20180904T144728/IMG_DATA/R10m/T19LCF_20180904T144731_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LCF_20201011T082925.SAFE/GRANULE/L2A_T19LCF_A016724_20180904T144728/IMG_DATA/R10m/T19LCF_20180904T144731_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/09/04/S2A_MSIL2A_20180904T144731_N0212_R139_T19LCF_20201011T082925.SAFE/GRANULE/L2A_T19LCF_A016724_20180904T144728/IMG_DATA/R20m/T19LCF_20180904T144731_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2B_MSIL2A_20180830T144719_R139_T19LDF_20201103T163536,2018-08-30T14:47:19.024000Z,0.884742,Sentinel-2B,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2B_MSIL2A_20180830T144719_R139_T19LDF_20201103T163536,"[-69.92497680524843,-13.656868384073984,-68.90975423786753,-12.662473924711325]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LDF_20201103T163536.SAFE/GRANULE/L2A_T19LDF_A007744_20180830T144952/IMG_DATA/R10m/T19LDF_20180830T144719_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LDF_20201103T163536.SAFE/GRANULE/L2A_T19LDF_A007744_20180830T144952/IMG_DATA/R10m/T19LDF_20180830T144719_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LDF_20201103T163536.SAFE/GRANULE/L2A_T19LDF_A007744_20180830T144952/IMG_DATA/R10m/T19LDF_20180830T144719_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LDF_20201103T163536.SAFE/GRANULE/L2A_T19LDF_A007744_20180830T144952/IMG_DATA/R10m/T19LDF_20180830T144719_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LDF_20201103T163536.SAFE/GRANULE/L2A_T19LDF_A007744_20180830T144952/IMG_DATA/R20m/T19LDF_20180830T144719_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2B_MSIL2A_20180830T144719_R139_T19LCF_20201103T163518,2018-08-30T14:47:19.024000Z,4.017965,Sentinel-2B,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2B_MSIL2A_20180830T144719_R139_T19LCF_20201103T163518,"[-70.11167002091872,-13.655483318755016,-69.83065200221534,-12.662453023046183]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LCF_20201103T163518.SAFE/GRANULE/L2A_T19LCF_A007744_20180830T144952/IMG_DATA/R10m/T19LCF_20180830T144719_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LCF_20201103T163518.SAFE/GRANULE/L2A_T19LCF_A007744_20180830T144952/IMG_DATA/R10m/T19LCF_20180830T144719_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LCF_20201103T163518.SAFE/GRANULE/L2A_T19LCF_A007744_20180830T144952/IMG_DATA/R10m/T19LCF_20180830T144719_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LCF_20201103T163518.SAFE/GRANULE/L2A_T19LCF_A007744_20180830T144952/IMG_DATA/R10m/T19LCF_20180830T144719_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/CF/2018/08/30/S2B_MSIL2A_20180830T144719_N0212_R139_T19LCF_20201103T163518.SAFE/GRANULE/L2A_T19LCF_A007744_20180830T144952/IMG_DATA/R20m/T19LCF_20180830T144719_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
la_pampa,dataset_development,2018,2018-06-01,2018-09-30,S2A_MSIL2A_20180828T145721_R039_T19LDF_20201027T054507,2018-08-28T14:57:21.024000Z,2.77943,Sentinel-2A,02.12,32719,sentinel-2-l2a,https://planetarycomputer.microsoft.com/api/stac/v1/collections/sentinel-2-l2a/items/S2A_MSIL2A_20180828T145721_R039_T19LDF_20201027T054507,"[-69.92497680524843,-13.65526299846551,-69.64259691372229,-12.662412634168817]",True,,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/28/S2A_MSIL2A_20180828T145721_N0212_R039_T19LDF_20201027T054507.SAFE/GRANULE/L2A_T19LDF_A016624_20180828T145854/IMG_DATA/R10m/T19LDF_20180828T145721_B02_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/28/S2A_MSIL2A_20180828T145721_N0212_R039_T19LDF_20201027T054507.SAFE/GRANULE/L2A_T19LDF_A016624_20180828T145854/IMG_DATA/R10m/T19LDF_20180828T145721_B03_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/28/S2A_MSIL2A_20180828T145721_N0212_R039_T19LDF_20201027T054507.SAFE/GRANULE/L2A_T19LDF_A016624_20180828T145854/IMG_DATA/R10m/T19LDF_20180828T145721_B04_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/28/S2A_MSIL2A_20180828T145721_N0212_R039_T19LDF_20201027T054507.SAFE/GRANULE/L2A_T19LDF_A016624_20180828T145854/IMG_DATA/R10m/T19LDF_20180828T145721_B08_10m.tif,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/19/L/DF/2018/08/28/S2A_MSIL2A_20180828T145721_N0212_R039_T19LDF_20201027T054507.SAFE/GRANULE/L2A_T19LDF_A016624_20180828T145854/IMG_DATA/R20m/T19LDF_20180828T145721_SCL_20m.tif,,2026-08-09T23:20:24.475049Z,discovered
